Human_GeneID	Human_Symbol	Horse_GeneID	Horse_Symbol
51128	SAR1B	100062866	SAR1B
51129	ANGPTL4	100067036	ANGPTL4
51130	ASB3	100052747	ASB3
51132	RLIM	100059136	RLIM
51133	KCTD3	100057376	KCTD3
51135	IRAK4	100054848	IRAK4
51138	COPS4	100052196	COPS4
51141	INSIG2	100049957	INSIG2
51142	CHCHD2	100060727	CHCHD2
51147	ING4	100052330	ING4
51148	CERCAM	100070231	CERCAM
51149	MRNIP	100067209	MRNIP
51151	SLC45A2	100068242	SLC45A2
51154	MRTO4	100071936	MRTO4
51155	JPT1	100059961	JPT1
51156	SERPINA10	100064976	SERPINA10
51161	C3orf18	100052357	C16H3orf18
51162	EGFL7	100066378	EGFL7
51163	DBR1	100053540	DBR1
51164	DCTN4	100071625	DCTN4
51167	CYB5R4	100070258	CYB5R4
51172	NAGPA	100069983	NAGPA
51174	TUBD1	100057442	TUBD1
51175	TUBE1	100072438	TUBE1
51176	LEF1	100072938	LEF1
51177	PLEKHO1	100058752	PLEKHO1
51179	HAO2	100066884	HAO2
51184	GPN3	100059433	GPN3
51185	CRBN	100052958	CRBN
51186	TCEAL9	100059264	TCEAL9
51191	HERC5	100063774	HERC5
51193	ZNF639	100058187	ZNF639
51195	RAPGEFL1	100054416	RAPGEFL1
51196	PLCE1	100061676	PLCE1
51199	NIN	100066583	NIN
51200	CPA4	100057135	CPA4
51201	ZDHHC2	100053506	ZDHHC2
51202	DDX47	100063569	DDX47
51203	NUSAP1	100071174	NUSAP1
51204	TACO1	100054228	TACO1
51205	ACP6	100065568	ACP6
51206	GP6	100055234	GP6
51207	DUSP13B	100072931	DUSP13B
51209	RAB9B	100053770	RAB9B
51222	ZNF219	100059191	ZNF219
51225	ABI3	100069674	ABI3
51226	COPZ2	100069306	COPZ2
51228	GLTP	100066526	GLTP
51232	CRIM1	100070329	CRIM1
51236	HGH1	100065139	HGH1
51241	COX16	102150457	COX16
51249	TMEM69	100065125	TMEM69
51250	MTRES1	100066455	MTRES1
51251	NT5C3A	100055382	NT5C3A
51256	TBC1D7	100051625	TBC1D7
51257	MARCHF2	100049857	MARCHF2
51263	MRPL30	100060177	MRPL30
51264	MRPL27	100069911	MRPL27
51266	CLEC1B	100053758	CLEC1B
51267	CLEC1A	106780849	CLEC1A
51268	PIPOX	100059605	PIPOX
51271	UBAP1	100053997	UBAP1
51274	KLF3	100064680	KLF3
51277	DNAJC27	100055919	DNAJC27
51278	IER5	111773458	IER5
51280	GOLM1	100064873	GOLM1
51281	ANKMY1	100146642	ANKMY1
51283	BFAR	100050577	BFAR
51284	TLR7	791248	TLR7
51285	RASL12	100053486	RASL12
51286	CEND1	100055133	CEND1
51287	COA4	100629588	COA4
51289	RXFP3	100068265	RXFP3
51291	GMIP	100069702	GMIP
51292	GMPR2	100054670	GMPR2
51294	PCDH12	100072150	PCDH12
51295	ECSIT	100054814	ECSIT
51298	SPMAP2	102150394	SPMAP2
51300	TIMMDC1	100071020	TIMMDC1
51301	GCNT4	100073285	GCNT4
51302	CYP39A1	100068322	CYP39A1
51303	FKBP11	100058791	FKBP11
51304	ZDHHC3	100054643	ZDHHC3
51305	KCNK9	100058202	KCNK9
51306	FAM13B	100062490	FAM13B
51308	REEP2	100062247	REEP2
51309	ARMCX1	102148146	ARMCX1
51311	TLR8	100054367	TLR8
51312	SLC25A37	100054026	SLC25A37
51313	GASK1B	100061944	GASK1B
51314	NME8	100060707	NME8
51315	KRCC1	100066628	KRCC1
51316	PLAC8	100630403	PLAC8B
51317	PHF21A	100050418	PHF21A
51319	RSRC1	100050089	RSRC1
51320	MEX3C	100069803	MEX3C
51321	AMZ2	100062918	AMZ2
51324	SPG21	100053578	SPG21
51329	ARL6IP4	100058978	ARL6IP4
51333	ZNF771	100065576	ZNF771
51334	PRR16	100064085	PRR16
51337	THEM6	111775047	THEM6
51340	CRNKL1	100050228	CRNKL1
51347	TAOK3	100050932	TAOK3
51348	KLRF1	100062092	KLRF1
51360	MBTPS2	100051796	MBTPS2
51361	HOOK1	100067325	HOOK1
51362	CDC40	100066771	CDC40
51366	UBR5	100062126	UBR5
51367	POP5	100050189	POP5
51368	TEX264	100147234	TEX264
51374	ATRAID	100071247	ATRAID
51377	UCHL5	100059547	UCHL5
51378	ANGPT4	100067818	ANGPT4
51380	CSAD	100061989	CSAD
51382	ATP6V1D	100052659	ATP6V1D
51386	EIF3L	100054887	EIF3L
51389	RWDD1	100067001	RWDD1
51397	COMMD10	100073153	COMMD10
51398	WDR83OS	100064330	WDR83OS
51409	HEMK1	100061549	HEMK1
51412	ACTL6B	100069035	ACTL6B
51421	AMOTL2	100053062	AMOTL2
51422	PRKAG2	100034098	PRKAG2
51426	POLK	100065534	POLK
51430	SUCO	100060398	SUCO
51434	ANAPC7	100058376	ANAPC7
51435	SCARA3	100060652	SCARA3
51439	FAM8A1	100066056	FAM8A1
51440	HPCAL4	100054144	HPCAL4
51444	RNF138	100066302	RNF138
51447	IP6K2	100053738	IP6K2
51450	PRRX2	100069960	PRRX2
51451	LCMT1	100061739	LCMT1
51454	GULP1	100054329	GULP1
51455	REV1	100050347	REV1
51458	RHCG	100069692	RHCG
51460	SFMBT1	100051403	SFMBT1
51465	UBE2J1	100071009	UBE2J1
51466	EVL	100049905	EVL
51474	LIMA1	100060033	LIMA1
51475	CABP2	100053196	CABP2
51477	ISYNA1	100069557	ISYNA1
51478	HSD17B7	100059061	HSD17B7
51490	SPOUT1	100070165	SPOUT1
51491	NOP16	100058691	NOP16
51493	RTCB	100054153	RTCB
51495	HACD3	100053192	HACD3
51496	CTDSPL2	100056113	CTDSPL2
51499	TRIAP1	100050391	TRIAP1
51503	CWC15	100061007	CWC15
51507	RTF2	100054795	RTF2
51512	GTSE1	100053362	GTSE1
51513	ETV7	100063827	ETV7
51514	DTL	100054533	DTL
51517	NCKIPSD	100146927	NCKIPSD
51520	LARS1	100061092	LARS1
51523	CXXC5	100062009	CXXC5
51528	JKAMP	100059543	JKAMP
51533	PHF7	100051872	PHF7
51535	PPHLN1	100054208	PPHLN1
51537	MTFP1	100063907	MTFP1
51538	ZCCHC17	100056288	ZCCHC17
51542	VPS54	100051472	VPS54
51545	ZNF581	100146606	ZNF581
51547	SIRT7	100054966	SIRT7
51548	SIRT6	100063125	SIRT6
51552	RAB14	100067611	RAB14
51554	ACKR4	100146120	ACKR4
51555	PEX5L	100058445	PEX5L
51557	LGSN	100070378	LGSN
51559	NT5DC3	100067545	NT5DC3
51560	RAB6B	100065366	RAB6B
51562	MBIP	100050882	MBIP
51564	HDAC7	100050617	HDAC7
51566	ARMCX3	100057749	ARMCX3
51567	TDP2	100067631	TDP2
51571	CYRIB	100068561	CYRIB
51573	GDE1	100050012	GDE1
51574	LARP7	100064225	LARP7
51585	PCF11	100061695	PCF11
51592	TRIM33	100065226	TRIM33
51593	SRRT	100067574	SRRT
51594	NBAS	100072177	NBAS
51602	NOP58	100067129	NOP58
51603	METTL13	100052265	METTL13
51606	ATP6V1H	100054947	ATP6V1H
51608	GET4	100054023	GET4
51611	DPH5	100050115	DPH5
51614	ERGIC3	100054794	ERGIC3
51616	TAF9B	100072650	TAF9B
51626	DYNC2LI1	100069106	DYNC2LI1
51629	SLC25A39	100064639	SLC25A39
51631	LUC7L2	100066339	LUC7L2
51635	DHRS7	100060062	DHRS7
51639	SF3B6	100056247	SF3B6
51642	MRPL48	100065518	MRPL48
51645	PPIL1	100053792	PPIL1
51647	CIAO2B	100052873	CIAO2B
51651	PTRH2	100071096	PTRH2
51652	CHMP3	100066925	CHMP3
51654	CDK5RAP1	100054149	CDK5RAP1
51659	GINS2	100070367	GINS2
51661	FKBP7	100067314	FKBP7
51663	ZFR	100068556	ZFR
51666	ASB4	100052021	ASB4
51668	IFT25	100629783	IFT25
51669	SARAF	100062785	SARAF
51673	TPPP3	100066008	TPPP3
51676	ASB2	100064381	ASB2
51678	PALS2	100068339	PALS2
51684	SUFU	100059929	SUFU
51686	OAZ3	100055594	OAZ3
51691	LSM8	100071271	LSM8
51696	HECA	100065354	HECA
51699	VPS29	100058295	VPS29
51700	CYB5R2	100070581	CYB5R2
51701	NLK	100058876	NLK
51702	PADI3	100049897	PADI3
51703	ACSL5	100059190	ACSL5
51705	EMCN	102150017	EMCN
51714	SELENOT	100057206	SELENOT
51715	RAB23	100070075	RAB23
51720	UIMC1	100058611	UIMC1
51726	DNAJB11	100059460	DNAJB11
51727	CMPK1	100063738	CMPK1
51729	WBP11	100063867	WBP11
51733	UPB1	100053177	UPB1
51738	GHRL	100058008	GHRL
51741	WWOX	100055545	WWOX
51742	ARID4B	100058766	ARID4B
51744	CD244	100058865	CD244
51747	LUC7L3	100070071	LUC7L3
51752	ERAP1	100073224	ERAP1
51754	TMEM8B	100067634	TMEM8B
51760	SYT17	100052854	SYT17
51762	RAB8B	100054073	RAB8B
51765	STK26	100057553	STK26
51768	TM7SF3	100069046	TM7SF3
51773	RSF1	100051507	RSF1
51776	MAP3K20	100053153	MAP3K20
51804	SIX4	100051418	SIX4
51806	CALML5	100057133	CALML5
51808	PHAX	100073058	PHAX
51809	GALNT7	100066545	GALNT7
51816	ADA2	100055385	ADA2
53335	BCL11A	100065364	BCL11A
53336	CPXCR1	111771551	CPXCR1
53339	BTBD1	100068143	BTBD1
53340	SPA17	100064207	SPA17
53343	NUDT9	100052874	NUDT9
53344	CHIC1	100059064	CHIC1
53346	TM6SF1	100068084	TM6SF1
53347	UBASH3A	100057923	UBASH3A
53349	ZFYVE1	100050098	ZFYVE1
53354	PANK1	100071561	PANK1
53358	SHC3	100061926	SHC3
53371	NUP54	100051138	NUP54
53373	TPCN1	100051154	TPCN1
53405	CLIC5	100055661	CLIC5
53616	ADAM22	100050380	ADAM22
53630	BCO1	100069873	BCO1
53632	PRKAG3	100034099	PRKAG3
53635	PTOV1	100056188	PTOV1
53637	S1PR5	102147924	S1PR5
53820	RIPPLY3	100630857	RIPPLY3
53822	FXYD7	111775184	FXYD7
53827	FXYD5	100059073	FXYD5
53829	P2RY13	100050217	P2RY13
53831	GPR84	100062469	GPR84
53833	IL20RB	100066346	IL20RB
53834	FGFRL1	100630904	FGFRL1
53836	GPR87	100050286	GPR87
53840	TRIM34	100568304	TRIM34
53841	CDHR5	100146575	CDHR5
53904	MYO3A	100055461	MYO3A
53905	DUOX1	100070541	DUOX1
53919	SLCO1C1	100068120	SLCO1C1
53938	PPIL3	100067857	PPIL3
53942	CNTN5	100061138	CNTN5
53944	CSNK1G1	100053829	CSNK1G1
53947	A4GALT	102150730	A4GALT
54014	BRWD1	100059579	BRWD1
54020	SLC37A1	100051207	SLC37A1
54033	RBM11	100068747	RBM11
54039	PCBP3	100050101	PCBP3
54058	C21orf58	100055253	C26H21orf58
54059	YBEY	100147358	YBEY
54069	MIS18A	100063964	MIS18A
54093	SETD4	100051888	SETD4
54097	FAM3B	100058577	FAM3B
54101	RIPK4	100058408	RIPK4
54102	CLIC6	100062364	CLIC6
54103	GSAP	100058064	GSAP
54108	CHRAC1	100629742	CHRAC1
54112	GPR88	100147075	GPR88
54148	MRPL39	100066408	MRPL39
54165	DCUN1D1	100066587	DCUN1D1
54187	NANS	100064126	NANS
54205	CYCS	100053958	CYCS
54206	ERRFI1	100052062	ERRFI1
54207	KCNK10	100061881	KCNK10
54209	TREM2	100066180	TREM2
54210	TREM1	100054285	TREM1
54212	SNTG1	100050126	SNTG1
54328	GPR173	102147853	GPR173
54329	GPR85	100055809	GPR85
54331	GNG2	100630067	GNG2
54332	GDAP1	100050935	GDAP1
54345	SOX18	111770059	SOX18
54346	UNC93A	100050109	UNC93A
54363	HAO1	100051628	HAO1
54407	SLC38A2	100050320	SLC38A2
54413	NLGN3	100055823	NLGN3
54414	SIAE	100072250	SIAE
54431	DNAJC10	102147457	DNAJC10
54432	YIPF1	100050435	YIPF1
54433	GAR1	100064344	GAR1
54436	SH3TC1	100146376	SH3TC1
54437	SEMA5B	100070536	SEMA5B
54438	GFOD1	100051698	GFOD1
54439	RBM27	100061055	RBM27
54440	SASH3	100054731	SASH3
54443	ANLN	100070572	ANLN
54453	RIN2	100061415	RIN2
54454	ATAD2B	100071677	ATAD2B
54455	FBXO42	100053402	FBXO42
54458	PRR13	100629347	PRR13
54461	FBXW5	100067988	FBXW5
54462	CCSER2	100052580	CCSER2
54463	RETREG1	100147549	RETREG1
54467	ANKIB1	100061269	ANKIB1
54468	MIOS	100052380	MIOS
54469	ZFAND6	100049875	ZFAND6
54472	TOLLIP	100051383	TOLLIP
54474	KRT20	100053884	KRT20
54475	NLE1	100071653	NLE1
54476	RNF216	100059097	RNF216
54477	PLEKHA5	100067899	PLEKHA5
54478	PIMREG	100060877	PIMREG
54487	DGCR8	100050636	DGCR8
54491	OTULINL	100070247	OTULINL
54494	C11orf71	100070838	C7H11orf71
54497	HEATR5B	100054373	HEATR5B
54498	SMOX	100052311	SMOX
54502	RBM47	100063743	RBM47
54503	ZDHHC13	111774376	LOC111774376
54504	CPVL	100069591	CPVL
54505	DHX29	100052007	DHX29
54507	ADAMTSL4	100059096	ADAMTSL4
54510	PCDH18	100063465	PCDH18
54511	HMGCLL1	100069697	HMGCLL1
54512	EXOSC4	100063419	EXOSC4
54514	DDX4	100051760	DDX4
54516	MTRF1L	100060128	MTRF1L
54517	PUS7	100059013	PUS7
54520	CCDC93	100050022	CCDC93
54521	WDR44	100053726	WDR44
54522	ANKRD16	100070343	ANKRD16
54531	MIER2	100066871	MIER2
54534	MRPL50	100629329	MRPL50
54535	CCHCR1	100147486	CCHCR1
54536	EXOC6	100061840	EXOC6
54537	SHLD2	100064114	SHLD2
54538	ROBO4	100072289	ROBO4
54540	FAM193B	100058268	FAM193B
54541	DDIT4	100072811	DDIT4
54542	RC3H2	100067476	RC3H2
54543	TOMM7	100630688	TOMM7
54546	RNF186	100071883	RNF186
54550	NECAB2	100070093	NECAB2
54551	MAGEL2	100060915	MAGEL2
54554	WDR5B	100070656	WDR5B
54556	ING3	100056220	ING3
54557	SGTB	100050363	SGTB
54566	EPB41L4B	100059009	EPB41L4B
54583	EGLN1	100060551	EGLN1
54584	GNB1L	100052160	GNB1L
54606	DDX56	100065131	DDX56
54617	INO80	100057033	INO80
54619	CCNJ	100061183	CCNJ
54620	FBXL19	100063588	FBXL19
54621	VSIG10	100054850	VSIG10
54622	ARL15	100062980	ARL15
54623	PAF1	100064458	PAF1
54625	PARP14	100070561	PARP14
54629	MINDY2	100068294	MINDY2
54663	WDR74	100060347	WDR74
54664	TMEM106B	100064947	TMEM106B
54665	RSBN1	100059207	RSBN1
54674	LRRN3	100055630	LRRN3
54675	CRLS1	100065537	CRLS1
54676	GTPBP2	100067543	GTPBP2
54677	CROT	100050111	CROT
54680	ZNHIT6	100063932	ZNHIT6
54704	PDP1	100051376	PDP1
54707	GPN2	100070998	GPN2
54708	MARCHF5	100061898	MARCHF5
54716	SLC6A20	100054556	SLC6A20
54726	OTUD4	100070999	OTUD4
54729	NKX1-1	111772725	NKX1-1
54738	FEV	100058895	FEV
54741	LEPROT	100630509	LEPROT
54749	EPDR1	100060777	EPDR1
54751	FBLIM1	100053896	FBLIM1
54752	FNDC8	100071659	FNDC8
54753	ZNF853	111776178	ZNF853
54754	NUTM2F	100060076	NUTM2F
54756	IL17RD	100058731	IL17RD
54757	FAM20A	100062707	FAM20A
54758	KLHDC4	100070617	KLHDC4
54762	GRAMD1C	100071350	GRAMD1C
54763	ROPN1	100070460	ROPN1
54764	ZRANB1	100050133	ZRANB1
54765	TRIM44	100067248	TRIM44
54766	BTG4	100070324	BTG4
54768	HYDIN	102150351	HYDIN
54769	DIRAS2	100063278	DIRAS2
54777	CFAP46	106782024	CFAP46
54785	BORCS6	100062452	BORCS6
54788	DNAJB12	100063614	DNAJB12
54790	TET2	100073065	TET2
54796	BNC2	100062869	BNC2
54798	DCHS2	100069855	DCHS2
54799	MBTD1	100070259	MBTD1
54800	KLHL24	100058815	KLHL24
54801	HAUS6	100063596	HAUS6
54805	CNNM2	100059801	CNNM2
54808	DYM	100053667	DYM
54809	SAMD9	100051216	SAMD9
54810	GIPC2	100066247	GIPC2
54815	GATAD2A	100071147	GATAD2A
54816	ZNF280D	100054593	ZNF280D
54819	ZCCHC10	102150581	ZCCHC10
54821	ERCC6L	100052221	ERCC6L
54822	TRPM7	102149157	TRPM7
54826	GIN1	102150111	GIN1
54828	BCAS3	100071315	BCAS3
54831	BEST2	100147084	BEST2
54832	VPS13C	100067582	VPS13C
54834	GDAP2	100059781	GDAP2
54836	BSPRY	100052923	BSPRY
54838	WBP1L	100059833	WBP1L
54839	LRRC49	100052408	LRRC49
54840	APTX	100068091	APTX
54841	BIVM	102147743	BIVM
54842	MFSD6	100069459	MFSD6
54843	SYTL2	100050854	SYTL2
54845	ESRP1	100055214	ESRP1
54847	SIDT1	100061301	SIDT1
54848	ARHGEF38	100073042	ARHGEF38
54849	DEF8	100052770	DEF8
54850	FBXL12	100058712	FBXL12
54851	ANKRD49	100060970	ANKRD49
54852	PAQR5	100064749	PAQR5
54854	FAM83E	100147298	FAM83E
54855	TENT5C	100059755	TENT5C
54857	GDPD2	100055691	GDPD2
54861	SNRK	100066901	SNRK
54862	CC2D1A	100063610	CC2D1A
54863	TOR4A	100058595	TOR4A
54865	GPATCH4	100057984	GPATCH4
54866	PPP1R14D	100629539	PPP1R14D
54867	TMEM214	100055570	TMEM214
54869	EPS8L1	100147201	EPS8L1
54872	PIGG	100050713	PIGG
54874	FNBP1L	100059052	FNBP1L
54875	CNTLN	100052128	CNTLN
54876	DCAF16	100055762	DCAF16
54878	DPP8	100053245	DPP8
54879	ST7L	100059051	ST7L
54880	BCOR	100050335	BCOR
54881	TEX10	100063401	TEX10
54882	ANKHD1	100072419	ANKHD1
54884	RETSAT	100067379	RETSAT
54885	TBC1D8B	100060869	TBC1D8B
54886	PLPPR1	100054610	PLPPR1
54888	NSUN2	100071458	NSUN2
54890	ALKBH5	100050716	ALKBH5
54891	INO80D	100068450	INO80D
54893	MTMR10	100050568	MTMR10
54896	SLC66A1	100071907	SLC66A1
54899	PXK	100057684	PXK
54900	LAX1	100053861	LAX1
54901	CDKAL1	100052309	CDKAL1
54902	TTC19	100073148	TTC19
54904	NSD3	100057692	NSD3
54905	CYP2W1	100053875	CYP2W1
54906	TASOR2	100070366	TASOR2
54910	SEMA4C	100146410	SEMA4C
54913	RPP25	100051321	RPP25
54915	YTHDF1	100060217	YTHDF1
54916	TMEM260	100057780	TMEM260
54918	CMTM6	100630157	CMTM6
54919	DNAAF5	100054218	DNAAF5
54922	RASIP1	100054403	RASIP1
54926	UBE2R2	100068420	UBE2R2
54927	CHCHD3	100068361	CHCHD3
54928	BPNT2	100067414	BPNT2
54931	TRMT10C	100072187	TRMT10C
54932	EXD3	100059444	EXD3
54933	RHBDL2	100068889	RHBDL2
54935	DUSP23	100053524	DUSP23
54936	ADPRS	100069360	ADPRS
54940	OCIAD1	100054246	OCIAD1
54943	DNAJC28	100052371	DNAJC28
54946	SLC41A3	100146521	SLC41A3
54947	LPCAT2	100061308	LPCAT2
54948	MRPL16	100060920	MRPL16
54952	TRNAU1AP	100070713	TRNAU1AP
54953	ODR4	100049921	ODR4
54954	FAM120C	100060446	FAM120C
54956	PARP16	100053293	PARP16
54957	TXNL4B	100054341	TXNL4B
54960	GEMIN8	100055359	GEMIN8
54968	TMEM70	100146309	TMEM70
54969	HPF1	100061259	HPF1
54970	TTC12	100070643	TTC12
54971	BANP	100056298	BANP
54973	INTS11	100065939	INTS11
54976	ADISSP	100052483	ADISSP
54977	SLC25A38	100068238	SLC25A38
54980	C2orf42	100060630	C15H2orf42
54981	NMRK1	100063960	NMRK1
54984	PINX1	100054913	PINX1
54986	ULK4	100067713	ULK4
54987	CZIB	100061034	CZIB
54988	ACSM5	100147266	ACSM5
54989	ZNF770	100071735	ZNF770
54993	ZSCAN2	100068602	ZSCAN2
54994	GID8	100051346	GID8
54995	OXSM	100051475	OXSM
54996	MTARC2	100054157	MTARC2
54997	TESC	100055124	TESC
55001	TTC22	100060319	TTC22
55002	TMCO3	100067334	TMCO3
55005	RMND1	100063211	RMND1
55006	TRMT61B	100071028	TRMT61B
55007	FAM118A	100052373	FAM118A
55008	HERC6	100063706	HERC6
55010	PARPBP	100053215	PARPBP
55011	PIH1D1	100051855	PIH1D1
55012	PPP2R3C	100057766	PPP2R3C
55015	PRPF39	100051463	PRPF39
55016	MARCHF1	100061618	MARCHF1
55017	C14orf119	100055817	C1H14orf119
55018	ANKRD40CL	100630693	ANKRD40CL
55020	TTC38	100053315	TTC38
55023	PHIP	100069267	PHIP
55024	BANK1	100067773	BANK1
55026	TMEM255A	100055277	TMEM255A
55028	MTNAP1	100061250	MTNAP1
55030	FBXO34	102148298	FBXO34
55031	USP47	100071433	USP47
55032	SLC35A5	100071478	SLC35A5
55035	NOL8	100055560	NOL8
55036	CCDC40	100056721	CCDC40
55037	PTCD3	100067047	PTCD3
55038	CDCA4	100062431	CDCA4
55039	TRMT12	100067346	TRMT12
55040	EPN3	100056408	EPN3
55041	PLEKHB2	100068341	PLEKHB2
55054	ATG16L1	100064920	ATG16L1
55055	ZWILCH	100053053	ZWILCH
55057	CRYBG2	100071125	CRYBG2
55061	SUSD4	100070601	SUSD4
55062	WIPI1	100053194	WIPI1
55063	ZCWPW1	100068927	ZCWPW1
55064	SPATA6L	100629203	SPATA6L
55068	ENOX1	100060057	ENOX1
55069	TMEM248	100060879	TMEM248
55070	DET1	100053984	DET1
55071	C9orf40	111770150	C23H9orf40
55075	UACA	100146274	UACA
55076	TMEM45A	100062088	TMEM45A
55079	FEZF2	100050147	FEZF2
55080	TAPBPL	100059686	TAPBPL
55082	ARGLU1	100051338	ARGLU1
55083	KIF26B	100059372	KIF26B
55086	RADX	100060945	RADX
55088	CCDC186	100059030	CCDC186
55089	SLC38A4	100050387	SLC38A4
55094	GPATCH1	100049940	GPATCH1
55101	DMAC2	100065058	DMAC2
55102	ATG2B	100054652	ATG2B
55105	GPATCH2	100050453	GPATCH2
55107	ANO1	100061836	ANO1
55108	BSDC1	100055839	BSDC1
55112	DYNC2I1	100057672	DYNC2I1
55116	TMEM39B	100070394	TMEM39B
55118	CRTAC1	100060874	CRTAC1
55119	PRPF38B	100060708	PRPF38B
55124	PIWIL2	100053825	PIWIL2
55125	CEP192	100057580	CEP192
55129	ANO10	100054874	ANO10
55130	ODAD2	100055205	ODAD2
55132	LARP1B	100071865	LARP1B
55133	SRBD1	100068692	SRBD1
55137	FIGN	100051755	FIGN
55140	ELP3	100054680	ELP3
55143	CDCA8	100054646	CDCA8
55144	LRRC8D	100061270	LRRC8D
55145	THAP1	100054001	THAP1
55146	ZDHHC4	100061601	ZDHHC4
55147	RBM23	100052786	RBM23
55148	UBR7	100064025	UBR7
55149	MTPAP	100055113	MTPAP
55152	DALRD3	111768336	DALRD3
55156	ARMC1	100052510	ARMC1
55157	DARS2	100061003	DARS2
55159	RFWD3	100055114	RFWD3
55161	TMEM33	100054802	TMEM33
55163	PNPO	100055489	PNPO
55164	SHQ1	100062011	SHQ1
55165	CEP55	100071184	CEP55
55166	CENPQ	100068708	CENPQ
55167	MSL2	100065902	MSL2
55168	MRPS18A	100055455	MRPS18A
55170	PRMT6	100060260	PRMT6
55171	TBCCD1	100059422	TBCCD1
55172	DNAAF2	100065764	DNAAF2
55173	MRPS10	100054560	MRPS10
55174	INTS10	100053115	INTS10
55175	KLHL11	100066456	KLHL11
55176	SEC61A2	100069336	SEC61A2
55178	MRM3	100072276	MRM3
55180	LINS1	100056717	LINS1
55181	SMG8	100057203	SMG8
55184	DZANK1	100062117	DZANK1
55187	VPS13D	100050825	VPS13D
55188	RIC8B	100068536	RIC8B
55190	NUDT11	111771498	NUDT11
55191	NADSYN1	100061284	NADSYN1
55192	DNAJC17	100057200	DNAJC17
55193	PBRM1	100051687	PBRM1
55195	CCDC198	100050833	CCDC198
55197	RPRD1A	100052887	RPRD1A
55198	APPL2	100068170	APPL2
55200	PLEKHG6	100051963	PLEKHG6
55201	MAP1S	100070399	MAP1S
55203	LGI2	100067566	LGI2
55204	GOLPH3L	100054851	GOLPH3L
55205	ZNF532	100054713	ZNF532
55207	ARL8B	100052748	ARL8B
55208	DCUN1D2	100067313	DCUN1D2
55209	SETD5	100052472	SETD5
55211	DPPA4	100071753	DPPA4
55212	BBS7	100063923	BBS7
55213	RCBTB1	100056005	RCBTB1
55214	P3H2	100059777	P3H2
55215	FANCI	100069712	FANCI
55216	NKAPD1	100062062	NKAPD1
55217	TMLHE	100062170	TMLHE
55218	EXD2	100053111	EXD2
55220	KLHDC8A	100054942	KLHDC8A
55222	LRRC20	100063458	LRRC20
55223	TRIM62	100055660	TRIM62
55226	NAT10	100059185	NAT10
55227	LRRC1	100069525	LRRC1
55228	PNMA8A	100071123	PNMA8A
55229	PANK4	111770224	PANK4
55230	USP40	100065074	USP40
55231	CCDC87	100058610	CCDC87
55233	MOB1A	100058183	MOB1A
55236	UBA6	100067272	UBA6
55237	VRTN	100056808	VRTN
55238	SLC38A7	100063372	SLC38A7
55239	OGFOD1	100061789	OGFOD1
55240	STEAP3	100052119	STEAP3
55243	KIRREL1	100147173	KIRREL1
55246	CCDC25	100060683	CCDC25
55247	NEIL3	100060702	NEIL3
55248	PACC1	100050924	PACC1
55250	ELP2	100052939	ELP2
55251	PCMTD2	100051947	PCMTD2
55252	ASXL2	100071411	ASXL2
55254	TMEM39A	100061060	TMEM39A
55257	MRGBP	100058495	MRGBP
55258	THNSL2	100066561	THNSL2
55259	DNAI7	100068782	DNAI7
55262	TRAPPC14	100147030	TRAPPC14
55266	TMEM19	100064665	TMEM19
55268	ECHDC2	100061450	ECHDC2
55272	IMP3	102149534	IMP3
55273	TMEM100	100056636	TMEM100
55274	PHF10	100049916	PHF10
55275	VPS53	100059934	VPS53
55276	PGM2	100064893	PGM2
55277	FGGY	100067351	FGGY
55279	ZNF654	100070333	ZNF654
55280	CWF19L1	100060550	CWF19L1
55281	TMEM140	100065089	TMEM140
55282	LRRC36	100065977	LRRC36
55283	MCOLN3	100064441	MCOLN3
55285	RBM41	100060588	RBM41
55286	C4orf19	100055379	C3H4orf19
55287	TMEM40	100051040	TMEM40
55288	RHOT1	100071792	RHOT1
55289	ACOXL	100064086	ACOXL
55290	BRF2	100057924	BRF2
55291	PPP6R3	100053490	PPP6R3
55293	UEVLD	100057140	UEVLD
55294	FBXW7	100062294	FBXW7
55295	KLHL26	106780892	KLHL26
55296	TBC1D19	100066908	TBC1D19
55297	CCDC91	100064764	CCDC91
55298	RNF121	100066221	RNF121
55300	PI4K2B	100067523	PI4K2B
55304	SPTLC3	100051200	SPTLC3
55311	ZNF444	100630069	ZNF444
55312	RFK	100063662	RFK
55313	CPPED1	100055616	CPPED1
55317	AP5S1	100052366	AP5S1
55319	TMA16	100068458	TMA16
55320	MIS18BP1	100063818	MIS18BP1
55321	TMEM74B	100067734	TMEM74B
55323	LARP6	100064277	LARP6
55325	UFSP2	100057294	UFSP2
55326	AGPAT5	100063996	AGPAT5
55329	MNS1	100068954	MNS1
55330	BLOC1S4	100070253	BLOC1S4
55331	ACER3	100063572	ACER3
55332	DRAM1	100067057	DRAM1
55334	SLC39A9	100053161	SLC39A9
55337	SHFL	100058468	SHFL
55339	WDR33	100067505	WDR33
55341	LSG1	100069172	LSG1
55342	STRBP	100071069	STRBP
55344	PLCXD1	100147516	PLCXD1
55345	ZGRF1	100072675	ZGRF1
55346	TCP11L1	100060197	TCP11L1
55347	ABHD10	100071551	ABHD10
55349	CHDH	100059455	CHDH
55351	STK32B	100069961	STK32B
55355	HJURP	100065398	HJURP
55356	SLC22A15	100065881	SLC22A15
55357	TBC1D2	100064026	TBC1D2
