Human_Entrez_ID	Human_Symbol	Mouse_Entrez_ID	Mouse_Symbol
23541	SEC14L2	67815	Sec14l2
23542	MAPK8IP2	60597	Mapk8ip2
23543	RBFOX2	93686	Rbfox2
23544	SEZ6L	56747	Sez6l
23545	ATP6V0A2	21871	Atp6v0a2
23546	SYNGR4	58867	Syngr4
23548	TTC33	67515	Ttc33
23549	DNPEP	13437	Dnpep
23550	PSD4	215632	Psd4
23551	RASD2	75141	Rasd2
23552	CDK20	105278	Cdk20
23553	HYAL4	77042	Hyal4
23554	TSPAN12	269831	Tspan12
23555	TSPAN15	70423	Tspan15
23556	PIGN	27392	Pign
23557	SNAPIN	20615	Snapin
23558	WBP2	22378	Wbp2
23559	WBP1	22377	Wbp1
23560	GTPBP4	69237	Gtpbp4
23562	CLDN14	56173	Cldn14
23563	CHST5	56773	Chst5
23564	DDAH2	51793	Ddah2
23566	LPAR3	65086	Lpar3
23567	ZNF346	26919	Zfp346
23568	ARL2BP	107566	Arl2bp
23569	PADI4	18602	Padi4
23576	DDAH1	69219	Ddah1
23580	CDC42EP4	56699	Cdc42ep4
23581	CASP14	12365	Casp14
23582	CCNDBP1	17151	Ccndbp1
23583	SMUG1	71726	Smug1
23584	VSIG2	57276	Vsig2
23585	TMEM50A	71817	Tmem50a
23586	RIGI	230073	Rigi
23587	ELP5	54351	Elp5
23588	KLHDC2	69554	Klhdc2
23589	CARHSP1	52502	Carhsp1
23590	PDSS1	56075	Pdss1
23592	LEMD3	380664	Lemd3
23593	HEBP2	56016	Hebp2
23594	ORC6	56452	Orc6
23595	ORC3	50793	Orc3
23596	OPN3	13603	Opn3
23597	ACOT9	56360	Acot9
23598	PATZ1	56218	Patz1
23600	AMACR	17117	Amacr
23601	CLEC5A	23845	Clec5a
23603	CORO1C	23790	Coro1c
23604	DAPK2	13143	Dapk2
23607	CD2AP	12488	Cd2ap
23608	MKRN1	54484	Mkrn1
23609	MKRN2	67027	Mkrn2
23612	PHLDA3	27280	Phlda3
23613	ZMYND8	228880	Zmynd8
23616	SH3BP1	20401	Sh3bp1
23617	TSSK2	22115	Tssk2
23620	NTSR2	18217	Ntsr2
23621	BACE1	23821	Bace1
23623	RUSC1	72296	Rusc1
23624	CBLC	80794	Cblc
23625	FAM89B	17826	Fam89b
23626	SPO11	26972	Spo11
23630	KCNE5	66240	Kcne5
23632	CA14	23831	Car14
23633	KPNA6	16650	Kpna6
23635	SSBP2	66970	Ssbp2
23636	NUP62	18226	Nup62
23637	RABGAP1	227800	Rabgap1
23639	DNAAF11	54562	Dnaaf11
23640	HSPBP1	66245	Hspbp1
23641	LDOC1	434784	Ldoc1
23643	LY96	17087	Ly96
23644	EDC4	234699	Edc4
23645	PPP1R15A	17872	Ppp1r15a
23646	PLD3	18807	Pld3
23647	ARFIP2	76932	Arfip2
23648	SSBP3	72475	Ssbp3
23649	POLA2	18969	Pola2
23650	TRIM29	72169	Trim29
23654	PLXNB2	140570	Plxnb2
23657	SLC7A11	26570	Slc7a11
23658	LSM5	66373	Lsm5
23659	PLA2G15	192654	Pla2g15
23660	ZKSCAN5	22757	Zkscan5
23670	CEMIP2	83921	Cemip2
23671	TMEFF2	56363	Tmeff2
23673	STX12	100226	Stx12
23676	SMPX	66106	Smpx
23677	SH3BP4	98402	Sh3bp4
23678	SGK3	170755	Sgk3
23682	RAB38	72433	Rab38
23683	PRKD3	75292	Prkd3
23704	KCNE4	57814	Kcne4
23705	CADM1	54725	Cadm1
23710	GABARAPL1	57436	Gabarapl1
23729	SHPK	74637	Shpk
23731	TMEM245	242474	Tmem245
23732	FRRS1L	230235	Frrs1l
23741	EID1	58521	Eid1
23743	BHMT2	64918	Bhmt2
23746	AIPL1	114230	Aipl1
23753	SDF2L1	64136	Sdf2l1
23759	PPIL2	66053	Ppil2
23760	PITPNB	56305	Pitpnb
23761	PISD	320951	Pisd
23762	OSBP2	74309	Osbp2
23764	MAFF	17133	Maff
23765	IL17RA	16172	Il17ra
23767	FLRT3	71436	Flrt3
23768	FLRT2	399558	Flrt2
23769	FLRT1	396184	Flrt1
23770	FKBP8	14232	Fkbp8
23774	BRD1	223770	Brd1
23779	ARHGAP8	73167	Arhgap8
23786	BCL2L13	94044	Bcl2l13
23787	MTCH1	56462	Mtch1
23788	MTCH2	56428	Mtch2
24137	KIF4A	16571	Kif4
24139	EML2	72205	Eml2
24140	FTSJ1	54632	Ftsj1
24141	LAMP5	76161	Lamp5
24142	NAA80	56441	Naa80
24144	TFIP11	54723	Tfip11
24145	PANX1	55991	Panx1
24146	CLDN15	60363	Cldn15
24147	FJX1	14221	Fjx1
24148	PRPF6	68879	Prpf6
24149	ZNF318	57908	Zfp318
25758	KIAA1549L	241589	D430041D05Rik
25759	SHC2	216148	Shc2
25763	H2AP	67334	H2ap
25764	HYPK	67693	Hypk
25766	PRPF40B	54614	Prpf40b
25769	SLC24A2	76376	Slc24a2
25771	TBC1D22A	223754	Tbc1d22a
25774	GSTT4	75886	Gstt4
25776	CBY1	73739	Cby1
25777	SUN2	223697	Sun2
25778	DSTYK	213452	Dstyk
25780	RASGRP3	240168	Rasgrp3
25782	RAB3GAP2	98732	Rab3gap2
25788	RAD54B	623474	Rad54b
25789	TMEM59L	67937	Tmem59l
25790	CFAP45	71870	Cfap45
25791	NGEF	53972	Ngef
25792	CIZ1	68379	Ciz1
25793	FBXO7	69754	Fbxo7
25794	FSCN2	238021	Fscn2
25796	PGLS	66171	Pgls
25797	QPCT	70536	Qpct
25798	BRI3	55950	Bri3
25799	ZNF324	243834	Zfp324
25800	SLC39A6	106957	Slc39a6
25801	GCA	227960	Gca
25802	LMOD1	93689	Lmod1
25803	SPDEF	30051	Spdef
25804	LSM4	50783	Lsm4
25805	BAMBI	68010	Bambi
25806	VAX2	24113	Vax2
25807	RHBDD3	279766	Rhbdd3
25809	TTLL1	319953	Ttll1
25813	SAMM50	68653	Samm50
25814	ATXN10	54138	Atxn10
25816	TNFAIP8	106869	Tnfaip8
25817	TAFA5	106014	Tafa5
25818	KLK5	68668	Klk5
25819	NOCT	12457	Noct
25820	ARIH1	23806	Arih1
25821	MTO1	68291	Mto1
25822	DNAJB5	56323	Dnajb5
25823	TPSG1	26945	Tpsg1
25824	PRDX5	54683	Prdx5
25825	BACE2	56175	Bace2
25827	FBXL2	72179	Fbxl2
25828	TXN2	56551	Txn2
25829	TMEM184B	223693	Tmem184b
25830	SULT4A1	29859	Sult4a1
25831	HECTD1	207304	Hectd1
25833	POU2F3	18988	Pou2f3
25834	MGAT4C	67569	Mgat4c
25836	NIPBL	71175	Nipbl
25837	RAB26	328778	Rab26
25839	COG4	102339	Cog4
25841	ABTB2	99382	Abtb2
25842	ASF1A	66403	Asf1a
25843	MOB4	19070	Mob4
25844	YIPF3	28064	Yipf3
25847	ANAPC13	69010	Anapc13
25849	PARM1	231440	Parm1
25851	TECPR1	70381	Tecpr1
25852	ARMC8	74125	Armc8
25853	DCAF12	68970	Dcaf12
25854	FAM149A	212326	Fam149a
25855	BRMS1	107392	Brms1
25858	CATSPERZ	67077	Catsperz
25861	WHRN	73750	Whrn
25862	USP49	224836	Usp49
25864	ABHD14A	68644	Abhd14a
25865	PRKD2	101540	Prkd2
25870	SUMF2	67902	Sumf2
25871	NEPRO	212547	Nepro
25873	RPL36	54217	Rpl36
25874	MPC2	70456	Mpc2
25875	LETMD1	68614	Letmd1
25876	SPEF1	70997	Spef1
25879	DCAF13	223499	Dcaf13
25880	TMEM186	66690	Tmem186
25884	CHRDL2	69121	Chrdl2
25885	POLR1A	20019	Polr1a
25886	POC1A	70235	Poc1a
25888	ZNF473	243963	Zfp473
25890	ABI3BP	320712	Abi3bp
25891	PAMR1	210622	Pamr1
25893	TRIM58	216781	Trim58
25894	PLEKHG4	102075	Plekhg4
25895	EEF1AKMT3	100504608	Eef1akmt3
25896	INTS7	77065	Ints7
25897	RNF19A	30945	Rnf19a
25898	RCHY1	68098	Rchy1
25900	IFFO1	320678	Iffo1
25901	CCDC28A	215814	Ccdc28a
25902	MTHFD1L	270685	Mthfd1l
25903	OLFML2B	320078	Olfml2b
25904	CNOT10	78893	Cnot10
25906	ANAPC15	75430	Anapc15
25907	TMEM158	72309	Tmem158
25909	AHCTF1	226747	Ahctf1
25911	DPCD	226162	Dpcd
25912	C1orf43	99650	4933434E20Rik
25913	POT1	101185	Pot1a
25914	RTTN	246102	Rttn
25915	NDUFAF3	66706	Ndufaf3
25917	THUMPD3	14911	Thumpd3
25920	NELFB	58202	Nelfb
25921	ZDHHC5	228136	Zdhhc5
25923	ATL3	109168	Atl3
25924	MYRIP	245049	Myrip
25925	ZNF521	225207	Zfp521
25926	NOL11	68979	Nol11
25927	CNRIP1	380686	Cnrip1
25928	SOSTDC1	66042	Sostdc1
25929	GEMIN5	216766	Gemin5
25930	PTPN23	104831	Ptpn23
25932	CLIC4	29876	Clic4
25936	NSL1	381318	Nsl1
25937	WWTR1	97064	Wwtr1
25938	HEATR5A	320487	Heatr5a
25939	SAMHD1	56045	Samhd1
25940	FAM98A	72722	Fam98a
25941	TPGS2	66648	Tpgs2
25942	SIN3A	20466	Sin3a
25943	DNAAF9	228602	Dnaaf9
25945	NECTIN3	58998	Nectin3
25946	ZNF385A	29813	Zfp385a
25948	KBTBD2	210973	Kbtbd2
25949	SYF2	68592	Syf2
25950	RWDD3	66568	Rwdd3
25953	PNKD	56695	Pnkd
25956	SEC31B	240667	Sec31b
25957	PNISR	66625	Pnisr
25959	KANK2	235041	Kank2
25960	ADGRA2	78560	Adgra2
25961	NUDT13	67725	Nudt13
25962	VIRMA	66185	Virma
25963	TMEM87A	211499	Tmem87a
25966	C2CD2	207781	C2cd2
25970	SH2B1	20399	Sh2b1
25972	UNC50	67387	Unc50
25973	PARS2	230577	Pars2
25974	MMACHC	67096	Mmachc
25975	EGFL6	54156	Egfl6
25976	TIPARP	99929	Tiparp
25977	NECAP1	67602	Necap1
25978	CHMP2B	68942	Chmp2b
25979	DHRS7B	216820	Dhrs7b
25980	AAR2	68295	Aar2
25981	DNAH1	110084	Dnah1
25983	NGDN	68966	Ngdn
25984	KRT23	94179	Krt23
25987	TSKU	244152	Tsku
25988	HINFP	102423	Hinfp
25989	ULK3	71742	Ulk3
25992	SNED1	208777	Sned1
25994	HIGD1A	56295	Higd1a
25996	REXO2	104444	Rexo2
25998	IBTK	108837	Ibtk
25999	CLIP3	76686	Clip3
26000	TBC1D10B	68449	Tbc1d10b
26001	RNF167	70510	Rnf167
26002	MOXD1	59012	Moxd1
26003	GORASP2	70231	Gorasp2
26005	C2CD3	277939	C2cd3
26007	TKFC	225913	Tkfc
26009	ZZZ3	108946	Zzz3
26010	SPATS2L	67198	Spats2l
26011	TENM4	23966	Tenm4
26012	NSMF	56876	Nsmf
26013	L3MBTL1	241764	L3mbtl1
26015	RPAP1	68925	Rpap1
26017	FAM32A	67922	Fam32a
26018	LRIG1	16206	Lrig1
26019	UPF2	326622	Upf2
26020	LRP10	65107	Lrp10
26022	TMEM98	103743	Tmem98
26024	PTCD1	71799	Ptcd1
26025	PCDHGA12	93724	Pcdhga12
26027	ACOT11	329910	Acot11
26030	PLEKHG3	263406	Plekhg3
26031	OSBPL3	71720	Osbpl3
26032	SUSD5	382111	Susd5
26033	ATRNL1	226255	Atrnl1
26034	IPCEF1	320495	Ipcef1
26035	GLCE	93683	Glce
26036	ZNF451	98403	Zfp451
26037	SIPA1L1	217692	Sipa1l1
26038	CHD5	269610	Chd5
26039	SS18L1	269397	Ss18l1
26040	SETBP1	240427	Setbp1
26043	UBXN7	224111	Ubxn7
26045	LRRTM2	107065	Lrrtm2
26046	LTN1	78913	Ltn1
26047	CNTNAP2	66797	Cntnap2
26049	FAM169A	320557	Fam169a
26050	SLITRK5	75409	Slitrk5
26051	PPP1R16B	228852	Ppp1r16b
26052	DNM3	103967	Dnm3
26053	AUTS2	319974	Auts2
26054	SENP6	215351	Senp6
26056	RAB11FIP5	52055	Rab11fip5
26057	ANKRD17	81702	Ankrd17
26058	GIGYF2	227331	Gigyf2
26059	ERC2	238988	Erc2
26060	APPL1	72993	Appl1
26061	HACL1	56794	Hacl1
26063	DECR2	26378	Decr2
26064	RAI14	75646	Rai14
26065	LSM14A	67070	Lsm14a
26073	POLDIP2	67811	Poldip2
26074	CFAP61	78774	Cfap61
26084	ARHGEF26	622434	Arhgef26
26085	KLK13	626834	Klk13
26086	GPSM1	67839	Gpsm1
26088	GGA1	106039	Gga1
26090	ABHD12	76192	Abhd12
26091	HERC4	67345	Herc4
26092	TOR1AIP1	208263	Tor1aip1
26093	CCDC9	243846	Ccdc9
26094	DCAF4	73828	Dcaf4
26095	PTPN20	19256	Ptpn20
26097	CHTOP	66511	Chtop
26098	EDRF1	214764	Edrf1
26099	SZRD1	213491	Szrd1
26100	WIPI2	74781	Wipi2
26103	LRIT1	239037	Lrit1
26108	PYGO1	72135	Pygo1
26112	CCDC69	52570	Ccdc69
26115	TANC2	77097	Tanc2
26118	WSB1	78889	Wsb1
26119	LDLRAP1	100017	Ldlrap1
26121	PRPF31	68988	Prpf31
26122	EPC2	227867	Epc2
26123	TCTN3	67590	Tctn3
26127	FGFR1OP2	67529	Fgfr1op2
26128	KIFBP	72320	Kifbp
26130	GAPVD1	66691	Gapvd1
26133	TRPC4AP	56407	Trpc4ap
26135	SERBP1	66870	Serbp1
26136	TES	21753	Tes
26137	ZBTB20	56490	Zbtb20
26140	TTLL3	101100	Ttll3
26145	IRF2BP1	272359	Irf2bp1
26146	TRAF3IP1	74019	Traf3ip1
26147	PHF19	74016	Phf19
26150	RIBC2	67747	Ribc2
26151	NAT9	66176	Nat9
26153	KIF26A	668303	Kif26a
26154	ABCA12	74591	Abca12
26155	NOC2L	57741	Noc2l
26156	RSL1D1	66409	Rsl1d1
26160	IFT172	67661	Ift172
26164	MTG2	52856	Mtg2
26166	RGS22	626596	Rgs22
26168	SENP3	80886	Senp3
26173	INTS1	68510	Ints1
26175	LYSET	320351	Lyset
26190	FBXW2	30050	Fbxw2
26191	PTPN22	19260	Ptpn22
26205	GMEB2	229004	Gmeb2
26206	SPAG8	433700	Spag8
26207	PITPNC1	71795	Pitpnc1
26219	OR1J4	258620	Or1j4
26224	FBXL3	50789	Fbxl3
26225	ARL5A	75423	Arl5a
26227	PHGDH	236539	Phgdh
26228	STAP1	56792	Stap1
26229	B3GAT3	72727	B3gat3
26230	TIAM2	24001	Tiam2
26231	FBXL9P	234684	Fbxl9
26232	FBXO2	230904	Fbxo2
26233	FBXL6	30840	Fbxl6
26234	FBXL5	242960	Fbxl5
26235	FBXL4	269514	Fbxl4
26240	FAM50B	108161	Fam50b
26248	OR2K2	258922	Or2k2
26249	KLHL3	100503085	Klhl3
26251	KCNG2	240444	Kcng2
26253	CLEC4E	56619	Clec4e
26254	OPTC	269120	Optc
26256	CABYR	71132	Cabyr
26257	NKX2-8	18094	Nkx2-9
26258	BLOC1S6	18457	Bloc1s6
26259	FBXW8	231672	Fbxw8
26260	FBXO25	66822	Fbxo25
26261	FBXO24	71176	Fbxo24
26262	TSPAN17	74257	Tspan17
26263	FBXO22	71999	Fbxo22
26266	SLC13A4	243755	Slc13a4
26267	FBXO10	269529	Fbxo10
26268	FBXO9	71538	Fbxo9
26269	FBXO8	50753	Fbxo8
26271	FBXO5	67141	Fbxo5
26272	FBXO4	106052	Fbxo4
26273	FBXO3	57443	Fbxo3
26275	HIBCH	227095	Hibch
26276	VPS33B	233405	Vps33b
26277	TINF2	28113	Tinf2
26278	SACS	50720	Sacs
26280	IL1RAPL2	60367	Il1rapl2
26281	FGF20	80857	Fgf20
26284	ERAL1	57837	Eral1
26285	CLDN17	239931	Cldn17
26286	ARFGAP3	66251	Arfgap3
26287	ANKRD2	56642	Ankrd2
26289	AK5	229949	Ak5
26291	FGF21	56636	Fgf21
26292	MYCBP	56309	Mycbp
26297	SERGEF	27414	Sergef
26298	EHF	13661	Ehf
26301	GBGT1	227671	Gbgt1
26330	GAPDHS	14447	Gapdhs
26353	HSPB8	80888	Hspb8
26354	GNL3	30877	Gnl3
26355	FAM162A	70186	Fam162a
26468	LHX6	16874	Lhx6
26469	PTPN18	19253	Ptpn18
26470	SEZ6L2	233878	Sez6l2
26471	NUPR1	56312	Nupr1
26472	PPP1R14B	18938	Ppp1r14b
26499	PLEK2	27260	Plek2
26502	NARF	67608	Narf
26503	SLC17A5	235504	Slc17a5
26504	CNNM4	94220	Cnnm4
26505	CNNM3	94218	Cnnm3
26507	CNNM1	83674	Cnnm1
26508	HEYL	56198	Heyl
26509	MYOF	226101	Myof
26511	CHIC2	74277	Chic2
26512	INTS6	18130	Ints6
26515	TIMM10B	14356	Timm10b
26517	TIMM13	30055	Timm13
26519	TIMM10	30059	Timm10
26520	TIMM9	30056	Timm9
26521	TIMM8B	30057	Timm8b
26523	AGO1	236511	Ago1
26524	LATS2	50523	Lats2
26525	IL36RN	54450	Il36rn
26528	DAZAP1	70248	Dazap1
26531	OR11A1	258507	Or11a4
26548	ITGB1BP2	26549	Itgb1bp2
26574	AATF	56321	Aatf
26575	RGS17	56533	Rgs17
26576	SRPK3	56504	Srpk3
26577	PCOLCE2	76477	Pcolce2
26578	OSTF1	20409	Ostf1
26580	BSCL2	14705	Bscl2
26585	GREM1	23892	Grem1
26586	CKAP2	80986	Ckap2
26589	MRPL46	67308	Mrpl46
26608	TBL2	27368	Tbl2
26610	ELP4	77766	Elp4
26658	OR7C2	258305	Or7c70
26686	OR4E2	57271	Or4e2
26692	OR2W1	18341	Or2w1
26747	NUFIP1	27275	Nufip1
26750	RPS6KC1	320119	Rps6kc1
26751	SH3YL1	24057	Sh3yl1
26872	STEAP1	70358	Steap1
26873	OPLAH	75475	Oplah
26953	RANBP6	240614	Ranbp6
26958	COPG2	54160	Copg2
26959	HBP1	73389	Hbp1
26960	NBEA	26422	Nbea
26973	CHORDC1	66917	Chordc1
26984	SEC22A	317717	Sec22a
26985	AP3M1	55946	Ap3m1
26986	PABPC1	18458	Pabpc1
26993	AKAP8L	54194	Akap8l
26994	RNF11	29864	Rnf11
26995	TRUB2	227682	Trub2
26996	GPR160	71862	Gpr160
26998	FETUB	59083	Fetub
26999	CYFIP2	76884	Cyfip2
27000	DNAJC2	22791	Dnajc2
27005	USP21	30941	Usp21
27006	FGF22	67112	Fgf22
27010	TPK1	29807	Tpk1
27012	KCNV1	67498	Kcnv1
27013	CNPPD1	69171	Cnppd1
27018	BEX3	12070	Bex3
27019	DNAI1	68922	Dnai1
27020	NPTN	20320	Nptn
27022	FOXD3	15221	Foxd3
27023	FOXB1	64290	Foxb1
27030	MLH3	217716	Mlh3
27031	NPHP3	74025	Nphp3
27032	ATP2C1	235574	Atp2c1
27033	ZBTB32	58206	Zbtb32
27034	ACAD8	66948	Acad8
27035	NOX1	237038	Nox1
27037	TRMT2A	15547	Trmt2a
27039	PKD2L2	53871	Pkd2l2
27040	LAT	16797	Lat
27042	UTP25	215193	Utp25
27043	PELP1	75273	Pelp1
27044	SND1	56463	Snd1
27063	ANKRD1	107765	Ankrd1
27065	NSG1	18196	Nsg1
27067	STAU2	29819	Stau2
27068	PPA2	74776	Ppa2
27069	GHITM	66092	Ghitm
27071	DAPP1	26377	Dapp1
27072	VPS41	218035	Vps41
27074	LAMP3	239739	Lamp3
27075	TSPAN13	66109	Tspan13
27076	LYPD3	72434	Lypd3
27077	B9D1	27078	B9d1
27079	RPUSD2	271842	Rpusd2
27085	MTBP	105837	Mtbp
27086	FOXP1	108655	Foxp1
27087	B3GAT1	76898	B3gat1
27089	UQCRQ	22272	Uqcrq
27090	ST6GALNAC4	20448	St6galnac4
27091	CACNG5	140723	Cacng5
27092	CACNG4	54377	Cacng4
27094	KCNMB3	100502876	Kcnmb3
27095	TRAPPC3	27096	Trappc3
27097	TAF5L	102162	Taf5l
27101	CACYBP	12301	Cacybp
27102	EIF2AK1	15467	Eif2ak1
27106	ARRDC2	70807	Arrdc2
27107	ZBTB11	271377	Zbtb11
27109	DMAC2L	68055	Dmac2l
27111	SDCBP2	228765	Sdcbp2
27112	NALF2	620592	Nalf2
27113	BBC3	170770	Bbc3
27115	PDE7B	29863	Pde7b
27120	DKKL1	50722	Dkkl1
27121	DKK4	234130	Dkk4
27122	DKK3	50781	Dkk3
27123	DKK2	56811	Dkk2
27124	INPP5J	170835	Inpp5j
27125	AFF4	93736	Aff4
27127	SMC1B	140557	Smc1b
27128	CYTH4	72318	Cyth4
27129	HSPB7	29818	Hspb7
27130	INVS	16348	Invs
27131	SNX5	69178	Snx5
27132	CPNE7	102278	Cpne7
27133	KCNH5	238271	Kcnh5
27134	TJP3	27375	Tjp3
27136	MORC1	17450	Morc1
27141	CIDEB	12684	Cideb
27143	PALD1	27355	Pald1
27145	FILIP1	70598	Filip1
27146	FAM184B	58227	Fam184b
27147	DENND2A	209773	Dennd2a
27148	STK36	269209	Stk36
27152	INTU	380614	Intu
27153	ZNF777	72306	Zfp777
27154	BRPF3	268936	Brpf3
27156	RSPH14	71236	Rsph14
27158	NDOR1	78797	Ndor1
27161	AGO2	239528	Ago2
27163	NAAA	67111	Naaa
27164	SALL3	20689	Sall3
27165	GLS2	216456	Gls2
27166	PRELID1	66494	Prelid1
27173	SLC39A1	30791	Slc39a1
27177	IL36B	69677	Il36b
27183	VPS4A	116733	Vps4a
27185	DISC1	244667	Disc1
27189	IL17C	234836	Il17c
27190	IL17B	56069	Il17b
27197	GPR82	319200	Gpr82
27198	HCAR1	243270	Hcar1
27199	OXGR1	239283	Oxgr1
27202	C5AR2	319430	C5ar2
27229	TUBGCP4	51885	Tubgcp4
27230	SERP1	28146	Serp1
27231	NMRK2	69564	Nmrk2
27232	GNMT	14711	Gnmt
27235	COQ2	71883	Coq2
27236	ARFIP1	99889	Arfip1
27237	ARHGEF16	230972	Arhgef16
27238	GPKOW	209416	Gpkow
27239	GPR162	14788	Gpr162
27240	SIT1	54390	Sit1
27241	BBS9	319845	Bbs9
27242	TNFRSF21	94185	Tnfrsf21
27243	CHMP2A	68953	Chmp2a
27244	SESN1	140742	Sesn1
27245	AHDC1	230793	Ahdc1
27246	RNF115	67845	Rnf115
27247	NFU1	56748	Nfu1
27248	ERLEC1	66753	Erlec1
27249	MMADHC	109129	Mmadhc
27250	PDCD4	18569	Pdcd4
27252	KLHL20	226541	Klhl20
27253	PCDH17	219228	Pcdh17
27254	CSDC2	105859	Csdc2
27255	CNTN6	53870	Cntn6
27257	LSM1	67207	Lsm1
27258	LSM3	67678	Lsm3
27283	TINAG	26944	Tinag
27284	SULT1B1	56362	Sult1b1
27285	TEKT2	24084	Tekt2
27286	SRPX2	68792	Srpx2
27287	VENTX	17703	Msx3
27288	RBMXL2	76572	Rbmxl2
27289	RND1	223881	Rnd1
27290	SPINK4	20731	Spink4
27291	R3HCC1L	52013	R3hcc1l
27292	DIMT1	66254	Dimt1
27293	SMPDL3B	100340	Smpdl3b
27294	DHDH	71755	Dhdh
27295	PDLIM3	53318	Pdlim3
27296	TP53TG5	73603	Trp53tg5
27299	ADAMDEC1	58860	Adamdec1
27301	APEX2	77622	Apex2
27302	BMP10	12154	Bmp10
27303	RBMS3	207181	Rbms3
27304	MOCS3	69372	Mocs3
27306	HPGDS	54486	Hpgds
27309	ZNF330	30932	Zfp330
27314	RAB30	75985	Rab30
27315	PGAP2	233575	Pgap2
27316	RBMX	19655	Rbmx
27319	BHLHE22	59058	Bhlhe22
27324	TOX3	244579	Tox3
27327	TNRC6A	233833	Tnrc6a
27328	PCDH11X	245578	Pcdh11x
27329	ANGPTL3	30924	Angptl3
27330	RPS6KA6	67071	Rps6ka6
27332	ZNF638	18139	Zfp638
27333	GOLIM4	73124	Golim4
27334	P2RY10	78826	P2ry10
27335	EIF3K	73830	Eif3k
27336	HTATSF1	72459	Htatsf1
27338	UBE2S	77891	Ube2s
27339	PRPF19	28000	Prpf19
27340	UTP20	70683	Utp20
27341	RRP7A	74778	Rrp7a
27342	RABGEF1	56715	Rabgef1
27343	POLL	56626	Poll
27344	PCSK1N	30052	Pcsk1n
27345	KCNMB4	58802	Kcnmb4
27346	TMEM97	69071	Tmem97
27347	STK39	53416	Stk39
27348	TOR1B	30934	Tor1b
27349	MCAT	223722	Mcat
27351	DESI1	28075	Desi1
27352	SGSM3	105835	Sgsm3
27429	HTRA2	64704	Htra2
27430	MAT2B	108645	Mat2b
27433	TOR2A	30933	Tor2a
27434	POLM	54125	Polm
27436	EML4	78798	Eml4
27439	TMEM121B	94047	Tmem121b
27440	HDHD5	214932	Hdhd5
27443	CECR2	330409	Cecr2
27445	PCLO	26875	Pclo
28231	SLCO4A1	108115	Slco4a1
28232	SLCO3A1	108116	Slco3a1
28234	SLCO1B3	28253	Slco1b2
28316	CDH20	23836	Cdh20
28511	NKIRAS2	71966	Nkiras2
28512	NKIRAS1	69721	Nkiras1
28513	CDH19	227485	Cdh19
28514	DLL1	13388	Dll1
28951	TRIB2	217410	Trib2
28952	CCDC22	54638	Ccdc22
28954	REM1	19700	Rem1
28955	DEXI	58239	Dexi
28956	LAMTOR2	83409	Lamtor2
28957	MRPS28	66230	Mrps28
28958	COA3	52469	Coa3
28959	TMEM176B	65963	Tmem176b
28960	DCPS	69305	Dcps
28962	OSTM1	14628	Ostm1
28964	GIT1	216963	Git1
28965	SLC27A6	225579	Slc27a6
28966	SNX24	69226	Snx24
28968	SLC6A16	381884	Slc6a16
28969	BZW2	66912	Bzw2
28970	C11orf54	70984	4931406C07Rik
28971	AAMDC	66273	Aamdc
28972	SPCS1	69019	Spcs1
28973	MRPS18B	66973	Mrps18b
28974	C19orf53	101966	D8Ertd738e
28976	ACAD9	229211	Acad9
28977	MRPL42	67270	Mrpl42
28978	TMEM14A	75712	Tmem14a
28981	IFT81	12589	Ift81
28982	FLVCR1	226844	Flvcr1
28984	RGCC	66214	Rgcc
28985	MCTS1	68995	Mcts1
28986	MAGEH1	75625	Mageh1
28987	NOB1	67619	Nob1
28988	DBNL	13169	Dbnl
28989	NTMT1	66617	Ntmt1
28990	ASTE1	66595	Aste1
28991	COMMD5	66398	Commd5
28992	MACROD1	107227	Macrod1
28996	HIPK2	15258	Hipk2
28998	MRPL13	68537	Mrpl13
28999	KLF15	66277	Klf15
29015	SLC43A3	58207	Slc43a3
29028	ATAD2	70472	Atad2
29035	HAPSTR1	69053	Hapstr1
29058	TMEM230	70612	Tmem230
29062	WDR91	101240	Wdr91
29063	ZCCHC4	78796	Zcchc4
29066	ZC3H7A	106205	Zc3h7a
29068	ZBTB44	235132	Zbtb44
29070	CFAP263	244608	Ccdc113
29071	C1GALT1C1	59048	C1galt1c1
29072	SETD2	235626	Setd2
29074	MRPL18	67681	Mrpl18
29078	NDUFAF4	68493	Ndufaf4
29079	MED4	67381	Med4
29080	CCDC59	52713	Ccdc59
29081	METTL5	75422	Mettl5
29083	GTPBP8	66067	Gtpbp8
29085	PHPT1	75454	Phpt1
29086	BABAM1	68251	Babam1
29087	THYN1	77862	Thyn1
29088	MRPL15	27395	Mrpl15
29089	UBE2T	67196	Ube2t
29090	TIMM21	67105	Timm21
29091	STXBP6	217517	Stxbp6
29093	MRPL22	216767	Mrpl22
29094	LGALSL	216551	Lgalsl
29095	ORMDL2	66844	Ormdl2
29097	CNIH4	98417	Cnih4
29098	RANGRF	57785	Rangrf
29099	COMMD9	76501	Commd9
29100	TMEM208	66320	Tmem208
29101	SSU72	68991	Ssu72
29102	DROSHA	14000	Drosha
29103	DNAJC15	66148	Dnajc15
29104	N6AMT1	67768	N6amt1
29105	CFAP20	14894	Cfap20
29106	SCG3	20255	Scg3
29107	NXT1	56488	Nxt1
29109	FHOD1	234686	Fhod1
29110	TBK1	56480	Tbk1
29113	C6orf15	69542	2300002M23Rik
29114	TAGLN3	56370	Tagln3
